//										
1	24	0	0	646	111	1	0	0	0	0
1	24	1	0	646	111	1	0	0	0	0
1	24	2	0	646	111	1	0	0	0	0
1	24	3	0	646	111	1	0	0	0	0
2	29	0	1	1147	43	8	2	30	72	30
2	29	1	1	1297	43	8	2	30	72	30
2	29	2	1	1456	43	8	2	30	72	30
2	29	3	0	1606	43	8	2	30	72	30
2	29	0	2	1147	43	8	60	10	72	30
2	29	1	2	1297	43	8	60	10	72	30
2	29	2	2	1456	43	8	60	10	72	30
3	34	0	1	1159	43	8	73	30	74	18
3	34	1	1	1309	43	8	73	30	74	18
3	34	2	1	1459	43	8	73	30	74	18
3	34	3	0	1609	43	8	73	30	74	18
3	34	0	2	1159	43	8	73	30	60	10
3	34	1	2	1309	43	8	73	30	60	10
3	34	2	2	1459	43	8	73	30	60	10
4	39	0	1	1111	43	8	26	18	4	50
4	39	1	1	1261	43	8	26	18	4	50
4	39	2	1	1447	43	8	26	18	4	50
4	39	3	0	1597	43	8	26	18	4	50
4	39	0	2	1111	43	8	60	12	3	25
4	39	1	2	1261	43	8	60	12	3	25
4	39	2	2	1447	43	8	60	12	3	25
5	44	0	1	1135	43	8	2	30	71	70
5	44	1	1	1285	43	8	2	30	71	70
5	44	2	1	1453	43	8	2	30	71	70
5	44	3	0	1603	43	8	2	30	71	70
5	44	0	2	1135	43	8	3	30	60	10
5	44	1	2	1285	43	8	3	30	60	10
5	44	2	2	1453	43	8	3	30	60	10
6	49	0	1	1123	43	8	2	30	71	70
6	49	1	1	1273	43	8	2	30	71	70
6	49	2	1	1450	43	8	2	30	71	70
6	49	3	0	1600	43	8	2	30	71	70
6	49	0	2	1123	43	8	3	30	60	10
6	49	1	2	1273	43	8	3	30	60	10
6	49	2	2	1450	43	8	3	30	60	10
7	84	0	1	1186	43	7	2	30	72	30
7	84	1	1	1321	43	7	2	30	72	30
7	84	2	1	1471	43	7	2	30	72	30
7	84	3	0	1621	43	7	2	30	72	30
7	84	0	2	1186	43	7	60	10	72	30
7	84	1	2	1321	43	7	60	10	72	30
7	84	2	2	1471	43	7	60	10	72	30
8	89	0	1	1189	43	7	73	30	74	18
8	89	1	1	1324	43	7	73	30	74	18
8	89	2	1	1474	43	7	73	30	74	18
8	89	3	0	1624	43	7	73	30	74	18
8	89	0	2	1189	43	7	73	30	60	10
8	89	1	2	1324	43	7	73	30	60	10
8	89	2	2	1474	43	7	73	30	60	10
9	94	0	1	1177	43	7	26	18	4	50
9	94	1	1	1312	43	7	26	18	4	50
9	94	2	1	1462	43	7	26	18	4	50
9	94	3	0	1612	43	7	26	18	4	50
9	94	0	2	1177	43	7	60	12	3	25
9	94	1	2	1312	43	7	60	12	3	25
9	94	2	2	1462	43	7	60	12	3	25
10	99	0	1	1183	43	7	2	30	71	70
10	99	1	1	1318	43	7	2	30	71	70
10	99	2	1	1468	43	7	2	30	71	70
10	99	3	0	1618	43	7	2	30	71	70
10	99	0	2	1183	43	7	3	30	60	10
10	99	1	2	1318	43	7	3	30	60	10
10	99	2	2	1468	43	7	3	30	60	10
11	104	0	1	1180	43	7	2	30	71	70
11	104	1	1	1315	43	7	2	30	71	70
11	104	2	1	1465	43	7	2	30	71	70
11	104	3	0	1615	43	7	2	30	71	70
11	104	0	2	1180	43	7	3	30	60	10
11	104	1	2	1315	43	7	3	30	60	10
